Starttime,Endtime,Hall,Production
2017-07-20 16:00:00,2017-07-20 17:30:00,Rondleidingen,12371
2017-07-20 18:00:00,2017-07-21 01:00:00,Gouvernement,12444
2017-07-20 20:00:00,2017-07-20 22:00:00,Theaterzaal,12092
2017-07-20 20:30:00,2017-07-20 22:30:00,Foyer Theaterzaal ,12094
2017-07-20 23:00:00,2017-07-21 07:00:00,Concertzaal,12393
2017-07-21 14:00:00,2017-07-21 15:30:00,Rondleidingen,12371
2017-07-21 14:00:00,2017-07-21 15:30:00,Rondleidingen,12371
2017-07-21 16:00:00,2017-07-21 17:30:00,Rondleidingen,12371
2017-07-21 18:00:00,2017-07-22 01:00:00,Gouvernement,12446
2017-07-22 14:00:00,2017-07-22 15:30:00,Rondleidingen,12371
2017-07-22 15:00:00,2017-07-22 17:00:00,Theaterzaal,12092
2017-07-22 16:00:00,2017-07-22 17:30:00,Rondleidingen,12371
2017-07-22 18:00:00,2017-07-23 01:00:00,Gouvernement,12448
2017-07-22 20:00:00,2017-07-22 22:00:00,Theaterzaal,12092
2017-07-22 20:30:00,2017-07-22 22:00:00,Foyer Theaterzaal ,12096
2017-07-23 18:00:00,2017-07-24 01:00:00,Gouvernement,12450
2017-07-23 20:00:00,2017-07-23 22:10:00,Theaterzaal,12052
2017-07-23 20:30:00,2017-07-23 22:30:00,Foyer Theaterzaal ,12098
2017-07-23 23:00:00,2017-07-24 14:00:00,Concertzaal,12395
2017-08-13 12:00:00,2017-08-13 18:00:00,Op Locatie,12506
2017-08-28 09:00:00,2017-08-28 18:00:00,Op Locatie,12023
2017-08-31 05:00:00,2017-09-01 05:00:00,Gele Kamer,12566
2017-09-02 23:00:00,2017-09-03 05:00:00,Balzaal,12512
2017-09-06 07:00:00,2017-09-07 07:00:00,Op Locatie,12506
2017-09-06 20:00:00,2017-09-06 22:00:00,Theaterzaal,12484
2017-09-07 07:00:00,2017-09-08 07:00:00,Op Locatie,12506
2017-09-07 20:00:00,2017-09-07 21:35:00,Balzaal,12508
2017-09-08 07:00:00,2017-09-09 07:00:00,Op Locatie,12506
2017-09-09 10:00:00,2017-09-09 18:00:00,Op Locatie,12506
2017-09-09 23:00:00,2017-09-10 06:00:00,Concertzaal,12534
2017-09-10 10:00:00,2017-09-10 18:00:00,Op Locatie,12506
2017-09-10 10:00:00,2017-09-10 18:00:00,Theaterzaal,12550
2017-09-11 20:00:00,2017-09-11 21:30:00,Gele Kamer,12558
2017-09-14 18:00:00,2017-09-15 02:00:00,Café,12596
2017-09-14 20:00:00,2017-09-14 22:30:00,Theaterzaal,12104
2017-09-15 20:00:00,2017-09-15 22:25:00,Theaterzaal,12428
2017-09-16 14:00:00,2017-09-16 18:15:00,Theaterzaal,12458
2017-09-16 22:30:00,2017-09-17 06:00:00,Concertzaal,12220
2017-09-17 07:00:00,2017-09-18 07:00:00,Op Locatie,12506
2017-09-17 11:00:00,2017-09-17 18:00:00,Op Locatie,12267
2017-09-17 11:00:00,2017-09-17 17:30:00,Op Locatie,12544
2017-09-18 07:00:00,2017-09-19 07:00:00,Op Locatie,12506
2017-09-19 07:00:00,2017-09-20 07:00:00,Op Locatie,12506
2017-09-20 07:00:00,2017-09-21 07:00:00,Op Locatie,12506
2017-09-20 20:00:00,2017-09-20 21:15:00,Minard,12106
2017-09-21 20:00:00,2017-09-21 22:00:00,Balzaal,12100
2017-09-21 20:00:00,2017-09-21 21:15:00,Minard,12106
2017-09-22 20:00:00,2017-09-22 21:15:00,Minard,12106
2017-09-22 20:00:00,2017-09-23 00:00:00,Balzaal,12397
2017-09-22 20:00:00,2017-09-22 21:15:00,Theaterzaal,12568
2017-09-23 12:00:00,2017-09-24 00:00:00,Op Locatie,12506
2017-09-23 20:00:00,2017-09-23 21:15:00,Minard,12106
2017-09-23 21:00:00,2017-09-24 03:00:00,Balzaal,12486
2017-09-23 23:00:00,2017-09-24 06:00:00,Concertzaal,12222
2017-09-24 12:00:00,2017-09-24 18:00:00,Op Locatie,12506
2017-09-24 14:30:00,2017-09-24 17:00:00,Foyer Theaterzaal ,12460
2017-09-25 20:00:00,2017-09-25 21:30:00,Gele Kamer,12558
2017-09-26 20:00:00,2017-09-26 21:15:00,LOD Studio,12118
2017-09-27 20:00:00,2017-09-27 21:15:00,LOD Studio,12118
2017-09-27 22:00:00,2017-09-27 22:45:00,Op Locatie,12120
2017-09-28 19:30:00,2017-09-28 20:30:00,Café,12570
2017-09-28 20:00:00,2017-09-28 21:15:00,LOD Studio,12118
2017-09-28 20:00:00,2017-09-28 22:00:00,Op Locatie,12552
2017-09-28 21:00:00,2017-09-28 23:30:00,Café,12122
2017-09-28 22:00:00,2017-09-28 22:45:00,Op Locatie,12120
2017-09-29 12:15:00,2017-09-29 14:00:00,Foyer Theaterzaal ,12546
2017-09-29 21:00:00,2017-09-30 04:00:00,Balzaal,12108
2017-09-29 23:00:00,2017-09-30 06:00:00,Concertzaal,12060
2017-09-30 16:00:00,2017-09-30 18:30:00,Foyer Theaterzaal ,12488
2017-09-30 17:00:00,2017-09-30 21:00:00,Op Locatie,12506
2017-09-30 20:00:00,2017-09-30 21:50:00,Theaterzaal,12124
2017-09-30 22:00:00,2017-10-01 05:00:00,Balzaal,12062
2017-09-30 23:00:00,2017-10-01 06:00:00,Concertzaal,12224
2017-10-01 11:00:00,2017-10-01 14:00:00,Café,12462
2017-10-01 12:00:00,2017-10-01 18:00:00,Op Locatie,12506
2017-10-01 13:30:00,2017-10-01 15:00:00,Op Locatie,12490
2017-10-01 14:00:00,2017-10-01 15:30:00,Rondleidingen,12126
2017-10-03 09:30:00,2017-10-03 10:30:00,Café,12594
2017-10-03 11:00:00,2017-10-03 12:00:00,Café,12594
2017-10-03 20:00:00,2017-10-03 21:35:00,Theaterzaal,12128
2017-10-04 09:30:00,2017-10-04 10:30:00,Café,12594
2017-10-04 20:00:00,2017-10-04 21:35:00,Theaterzaal,12128
2017-10-04 22:00:00,2017-10-05 05:00:00,Concertzaal,12662
2017-10-05 10:00:00,2017-10-05 11:00:00,Café,12594
2017-10-05 11:00:00,2017-10-05 12:00:00,Café,12594
2017-10-05 14:30:00,2017-10-05 15:30:00,Café,12594
2017-10-05 20:00:00,2017-10-05 22:00:00,Op Locatie,12110
2017-10-05 20:00:00,2017-10-05 22:30:00,Balzaal,12399
2017-10-05 22:30:00,2017-10-06 05:00:00,Concertzaal,12226
2017-10-06 14:00:00,2017-10-06 15:00:00,Café,12594
2017-10-06 20:00:00,2017-10-06 22:00:00,Op Locatie,12110
2017-10-06 22:00:00,2017-10-07 06:00:00,Concertzaal,12228
2017-10-07 11:00:00,2017-10-07 12:00:00,Café,12594
2017-10-07 13:30:00,2017-10-07 14:30:00,Café,12594
2017-10-07 15:00:00,2017-10-07 17:00:00,Op Locatie,12110
2017-10-07 22:00:00,2017-10-08 06:00:00,Concertzaal,12230
2017-10-07 23:00:00,2017-10-08 05:00:00,Balzaal,12492
2017-10-08 10:00:00,2017-10-08 12:00:00,Op Locatie,12110
2017-10-08 10:30:00,2017-10-08 12:20:00,Theaterzaal,12305
2017-10-08 15:00:00,2017-10-08 17:00:00,Op Locatie,12110
2017-10-09 20:00:00,2017-10-09 21:30:00,Gele Kamer,12558
2017-10-10 19:30:00,2017-10-10 21:30:00,Theaterzaal,12606
2017-10-10 22:00:00,2017-10-11 05:00:00,Concertzaal,12327
2017-10-11 20:00:00,2017-10-11 22:00:00,Theaterzaal,12412
2017-10-11 22:00:00,2017-10-12 05:00:00,Concertzaal,12329
2017-10-11 22:00:00,2017-10-12 03:00:00,Café,12608
2017-10-12 20:00:00,2017-10-12 22:30:00,Theaterzaal,12416
2017-10-12 22:00:00,2017-10-13 04:00:00,Balzaal,12414
2017-10-13 15:00:00,2017-10-13 16:43:00,Theaterzaal,12612
2017-10-13 20:00:00,2017-10-13 22:00:00,Minard,12273
2017-10-13 20:00:00,2017-10-13 23:30:00,Balzaal,12474
2017-10-13 20:00:00,2017-10-13 21:35:00,Theaterzaal,12610
2017-10-14 17:00:00,2017-10-14 18:10:00,Foyer Theaterzaal ,12614
2017-10-14 20:00:00,2017-10-14 21:53:00,Theaterzaal,12616
2017-10-14 23:00:00,2017-10-15 06:00:00,Concertzaal,12232
2017-10-14 23:00:00,2017-10-15 00:00:00,Theaterzaal,12618
2017-10-15 14:00:00,2017-10-15 15:30:00,Rondleidingen,12126
2017-10-15 15:00:00,2017-10-15 16:00:00,Theaterzaal,12638
2017-10-15 20:00:00,2017-10-15 21:30:00,Gouvernement,12418
2017-10-15 20:00:00,2017-10-15 21:48:00,Theaterzaal,12620
2017-10-16 20:00:00,2017-10-16 22:00:00,Theaterzaal,12622
2017-10-17 09:30:00,2017-10-17 16:00:00,Theaterzaal,12624
2017-10-17 20:00:00,2017-10-17 22:00:00,Theaterzaal,12275
2017-10-17 20:15:00,2017-10-17 21:45:00,Foyer Theaterzaal ,12640
2017-10-17 22:00:00,2017-10-18 05:00:00,Concertzaal,12064
2017-10-18 09:30:00,2017-10-18 17:00:00,Theaterzaal,12628
2017-10-18 20:00:00,2017-10-18 22:30:00,Gouvernement,12420
2017-10-18 20:00:00,2017-10-18 22:09:00,Theaterzaal,12626
2017-10-19 11:00:00,2017-10-19 13:30:00,Theaterzaal,12630
2017-10-19 14:00:00,2017-10-19 15:30:00,LOD Studio,12130
2017-10-19 19:00:00,2017-10-19 22:00:00,Minard,12361
2017-10-19 19:00:00,2017-10-19 22:00:00,Op Locatie,12688
2017-10-19 20:00:00,2017-10-19 21:30:00,LOD Studio,12130
2017-10-19 20:00:00,2017-10-19 22:30:00,Theaterzaal,12422
2017-10-19 22:00:00,2017-10-20 05:00:00,Concertzaal,12066
2017-10-19 23:00:00,2017-10-20 02:00:00,Op Locatie,12690
2017-10-20 14:00:00,2017-10-20 15:30:00,LOD Studio,11469
2017-10-20 20:00:00,2017-10-20 21:30:00,LOD Studio,12130
2017-10-20 20:00:00,2017-10-20 22:29:00,Theaterzaal,12424
2017-10-21 19:00:00,2017-10-21 22:00:00,Minard,12530
2017-10-21 20:00:00,2017-10-21 21:55:00,Theaterzaal,12632
2017-10-21 22:00:00,2017-10-22 03:00:00,Café,12692
2017-10-21 22:30:00,2017-10-22 06:00:00,Concertzaal,12234
2017-10-23 20:00:00,2017-10-23 21:30:00,Gele Kamer,12558
2017-10-24 19:00:00,2017-10-24 20:30:00,Foyer Theaterzaal ,12676
2017-10-25 20:00:00,2017-10-25 21:30:00,Theaterzaal,12307
2017-10-25 22:00:00,2017-10-26 05:00:00,Concertzaal,12331
2017-10-26 18:00:00,2017-10-26 22:00:00,Balzaal,12248
2017-10-26 20:00:00,2017-10-26 22:00:00,Theaterzaal,12576
2017-10-26 20:30:00,2017-10-26 22:00:00,Op Locatie,12132
2017-10-26 22:00:00,2017-10-27 05:00:00,Concertzaal,12162
2017-10-26 22:00:00,2017-10-27 05:00:00,Balzaal,12548
2017-10-26 22:00:00,2017-10-27 07:00:00,Café,12578
2017-10-27 19:00:00,2017-10-27 22:20:00,Balzaal,12283
2017-10-27 20:30:00,2017-10-27 22:00:00,Op Locatie,12132
2017-10-27 23:00:00,2017-10-28 06:00:00,Concertzaal,12536
2017-10-28 15:00:00,2017-10-28 16:45:00,Theaterzaal,12672
2017-10-28 23:00:00,2017-10-29 05:00:00,Balzaal,12494
2017-10-29 14:00:00,2017-10-29 15:30:00,Rondleidingen,12126
2017-10-29 14:30:00,2017-10-29 17:00:00,Foyer Theaterzaal ,12460
2017-10-31 19:30:00,2017-10-31 22:30:00,Balzaal,12401
2017-11-01 19:30:00,2017-11-01 23:00:00,Concertzaal,12405
2017-11-01 19:30:00,2017-11-01 23:00:00,Balzaal,12542
2017-11-02 20:00:00,2017-11-02 21:50:00,Theaterzaal,12112
2017-11-02 20:00:00,2017-11-02 21:00:00,LOD Studio,12134
2017-11-02 20:00:00,2017-11-03 03:00:00,Balzaal,12379
2017-11-03 19:30:00,2017-11-03 23:00:00,Balzaal,12562
2017-11-03 20:00:00,2017-11-03 21:50:00,Theaterzaal,12112
2017-11-03 20:00:00,2017-11-03 21:00:00,LOD Studio,12134
2017-11-04 19:30:00,2017-11-05 05:00:00,Balzaal,12564
2017-11-04 20:00:00,2017-11-04 21:50:00,Theaterzaal,12112
2017-11-04 22:00:00,2017-11-05 06:00:00,Concertzaal,12236
2017-11-06 20:00:00,2017-11-06 21:30:00,Gele Kamer,12558
2017-11-06 23:00:00,2017-11-07 05:00:00,Concertzaal,12604
2017-11-07 20:00:00,2017-11-07 22:00:00,Theaterzaal,12277
2017-11-08 20:00:00,2017-11-08 22:30:00,Gouvernement,12572
2017-11-08 22:00:00,2017-11-09 05:00:00,Concertzaal,12333
2017-11-09 20:00:00,2017-11-09 21:40:00,Theaterzaal,12114
2017-11-10 20:00:00,2017-11-10 21:40:00,Theaterzaal,12114
2017-11-10 22:30:00,2017-11-11 06:00:00,Concertzaal,12238
2017-11-11 20:00:00,2017-11-11 21:40:00,Theaterzaal,12114
2017-11-11 21:00:00,2017-11-12 03:00:00,Balzaal,12496
2017-11-11 23:00:00,2017-11-12 06:00:00,Concertzaal,12514
2017-11-12 14:00:00,2017-11-12 15:30:00,Rondleidingen,12126
2017-11-12 19:00:00,2017-11-12 22:00:00,Minard,12359
2017-11-12 20:00:00,2017-11-12 21:15:00,Theaterzaal,12588
2017-11-15 20:00:00,2017-11-15 22:00:00,Balzaal,12600
2017-11-16 17:00:00,2017-11-16 21:30:00,Op Locatie,12269
2017-11-16 19:30:00,2017-11-16 22:45:00,Concertzaal,12586
2017-11-16 20:00:00,2017-11-17 00:30:00,Balzaal,12658
2017-11-17 17:00:00,2017-11-17 21:30:00,Op Locatie,12269
2017-11-17 19:30:00,2017-11-17 23:00:00,Concertzaal,12074
2017-11-17 20:30:00,2017-11-18 03:00:00,Balzaal,12674
2017-11-18 15:00:00,2017-11-18 22:00:00,Op Locatie,12269
2017-11-18 22:00:00,2017-11-19 05:00:00,Balzaal,12504
2017-11-18 23:00:00,2017-11-19 06:00:00,Concertzaal,12240
2017-11-19 14:00:00,2017-11-19 17:45:00,Op Locatie,12269
2017-11-19 20:00:00,2017-11-19 22:30:00,Minard,12369
2017-11-20 20:00:00,2017-11-20 21:30:00,Gele Kamer,12558
2017-11-21 20:00:00,2017-11-21 22:00:00,Theaterzaal,12279
2017-11-21 20:00:00,2017-11-21 20:45:00,Minard,12738
2017-11-21 20:00:00,2017-11-21 20:45:00,Minard,12744
2017-11-22 17:00:00,2017-11-22 21:30:00,Op Locatie,12269
2017-11-23 17:00:00,2017-11-23 21:30:00,Op Locatie,12269
2017-11-23 19:00:00,2017-11-23 22:00:00,Minard,12403
2017-11-23 20:00:00,2017-11-23 23:30:00,Op Locatie,12584
2017-11-23 22:00:00,2017-11-24 05:00:00,Concertzaal,12335
2017-11-24 17:00:00,2017-11-24 21:30:00,Op Locatie,12269
2017-11-24 20:00:00,2017-11-24 23:00:00,Op Locatie,12136
2017-11-24 20:00:00,2017-11-25 01:00:00,Op Locatie,12574
2017-11-25 13:00:00,2017-11-25 18:00:00,Foyer Theaterzaal ,12764
2017-11-25 14:45:00,2017-11-25 19:25:00,Foyer Theaterzaal ,12790
2017-11-25 15:00:00,2017-11-25 22:00:00,Op Locatie,12269
2017-11-25 15:00:00,2017-11-26 03:00:00,"Balzaal, Foyer Theaterzaal & Brugzaal",12582
2017-11-25 20:00:00,2017-11-26 03:00:00,Balzaal,12740
2017-11-26 14:00:00,2017-11-26 15:30:00,Rondleidingen,12126
2017-11-26 14:00:00,2017-11-26 19:00:00,Café,12720
2017-11-26 14:30:00,2017-11-26 17:00:00,Foyer Theaterzaal ,12460
2017-11-28 19:30:00,2017-11-28 23:00:00,Concertzaal,12315
2017-11-28 20:00:00,2017-11-28 21:30:00,LOD Studio,12454
2017-11-29 10:00:00,2017-11-29 22:00:00,Theaterzaal,12116
2017-11-29 15:00:00,2017-11-29 16:15:00,Op Locatie,12138
2017-11-29 19:30:00,2017-11-29 23:00:00,Concertzaal,12456
2017-11-29 20:00:00,2017-11-29 21:15:00,Op Locatie,12138
2017-11-29 20:00:00,2017-11-29 21:30:00,LOD Studio,12454
2017-11-29 20:00:00,2017-11-29 21:00:00,Op Locatie,12746
2017-11-30 09:30:00,2017-11-30 22:00:00,Op Locatie,12752
2017-11-30 10:00:00,2017-11-30 11:15:00,Op Locatie,12343
2017-11-30 10:00:00,2017-11-30 17:30:00,Op Locatie,12678
2017-11-30 14:00:00,2017-11-30 15:15:00,Op Locatie,12343
2017-11-30 19:15:00,2017-11-30 22:15:00,Balzaal,12466
2017-11-30 19:30:00,2017-11-30 20:00:00,Op Locatie,12750
2017-11-30 20:00:00,2017-11-30 20:55:00,Theaterzaal,12116
2017-11-30 20:00:00,2017-11-30 23:00:00,Op Locatie,12265
2017-11-30 20:00:00,2017-11-30 21:30:00,LOD Studio,12454
2017-11-30 20:00:00,2017-11-30 21:00:00,Op Locatie,12748
2017-11-30 21:00:00,2017-11-30 21:30:00,Op Locatie,12750
2017-12-01 19:30:00,2017-12-01 22:15:00,Balzaal,12580
2017-12-01 20:00:00,2017-12-01 20:55:00,Theaterzaal,12116
2017-12-01 22:30:00,2017-12-02 05:00:00,Concertzaal,12317
2017-12-02 15:00:00,2017-12-02 16:15:00,Op Locatie,12138
2017-12-02 20:00:00,2017-12-02 21:15:00,Op Locatie,12138
2017-12-02 21:30:00,2017-12-03 05:00:00,Balzaal,12516
2017-12-02 22:00:00,2017-12-03 06:00:00,Concertzaal,12242
2017-12-03 11:00:00,2017-12-03 14:00:00,Café,12722
2017-12-03 14:00:00,2017-12-03 17:15:00,Theaterzaal,12718
2017-12-03 15:00:00,2017-12-03 16:15:00,Op Locatie,12138
2017-12-04 20:00:00,2017-12-04 21:30:00,Gele Kamer,12558
2017-12-06 20:00:00,2017-12-06 21:00:00,"CC Evergem, Weststraat 31 Evergem",12263
2017-12-07 19:00:00,2017-12-07 22:00:00,Op Locatie,12712
2017-12-07 20:00:00,2017-12-07 21:10:00,Theaterzaal,12140
2017-12-07 20:00:00,2017-12-07 22:20:00,Balzaal,12556
2017-12-07 23:00:00,2017-12-08 05:00:00,Concertzaal,12774
2017-12-08 20:00:00,2017-12-08 21:00:00,Geen zaal,7729
2017-12-08 20:00:00,2017-12-08 22:10:00,Theaterzaal,12140
2017-12-08 20:00:00,2017-12-08 21:00:00,NTGent (Arca),12259
2017-12-08 20:00:00,2017-12-09 00:00:00,Balzaal,12430
2017-12-09 18:30:00,2017-12-10 00:00:00,Concertzaal,12337
2017-12-10 14:00:00,2017-12-10 15:30:00,Rondleidingen,12126
2017-12-10 15:00:00,2017-12-10 19:00:00,Café,12720
2017-12-10 15:30:00,2017-12-10 23:00:00,Concertzaal,12518
2017-12-10 19:00:00,2017-12-10 21:00:00,Op Locatie,12261
2017-12-12 14:00:00,2017-12-12 22:00:00,Theaterzaal,12031
2017-12-13 20:00:00,2017-12-13 21:45:00,Theaterzaal,12031
2017-12-13 20:00:00,2017-12-13 22:00:00,Balzaal,12602
2017-12-13 20:00:00,2017-12-13 22:00:00,Balzaal,12668
2017-12-14 13:00:00,2017-12-14 22:00:00,Diverse Zalen,12602
2017-12-14 13:30:00,2017-12-14 22:30:00,Theaterzaal,12792
2017-12-14 15:00:00,2017-12-14 22:00:00,Balzaal,12794
2017-12-14 20:00:00,2017-12-14 22:30:00,Gouvernement,12598
2017-12-14 20:00:00,2017-12-14 23:00:00,Concertzaal,12670
2017-12-15 13:00:00,2017-12-15 22:00:00,Diverse Zalen,12602
2017-12-15 13:30:00,2017-12-15 22:30:00,Theaterzaal,12796
2017-12-15 15:00:00,2017-12-15 22:00:00,Balzaal,12798
2017-12-15 20:00:00,2017-12-15 22:00:00,Op Locatie,12142
2017-12-16 13:00:00,2017-12-16 22:00:00,Diverse Zalen,12602
2017-12-16 13:30:00,2017-12-16 22:30:00,Theaterzaal,12800
2017-12-16 13:30:00,2017-12-16 20:30:00,Balzaal,12804
2017-12-16 20:00:00,2017-12-16 22:00:00,Op Locatie,12142
2017-12-16 22:30:00,2017-12-17 05:00:00,Balzaal,12602
2017-12-16 22:30:00,2017-12-17 05:00:00,Balzaal,12802
2017-12-16 23:00:00,2017-12-17 06:00:00,Concertzaal,12244
2017-12-17 14:30:00,2017-12-17 17:00:00,Foyer Theaterzaal ,12460
2017-12-18 20:00:00,2017-12-18 21:30:00,Gele Kamer,12558
2017-12-19 19:00:00,2017-12-19 22:00:00,Foyer Theaterzaal ,12838
2017-12-19 20:00:00,2017-12-19 21:00:00,LOD Studio,12146
2017-12-19 20:00:00,2017-12-19 22:00:00,Theaterzaal,12281
2017-12-19 21:00:00,2017-12-20 01:00:00,Concertzaal,12780
2017-12-20 17:00:00,2017-12-21 01:00:00,Balzaal,12407
2017-12-20 19:30:00,2017-12-21 05:00:00,Concertzaal,12832
2017-12-20 20:00:00,2017-12-20 21:00:00,LOD Studio,12146
2017-12-20 20:00:00,2017-12-20 23:00:00,Gouvernement,12788
2017-12-21 19:30:00,2017-12-22 05:00:00,Concertzaal,12389
2017-12-21 20:00:00,2017-12-21 20:50:00,LOD Studio,12144
2017-12-21 20:00:00,2017-12-21 21:30:00,Theaterzaal,12363
2017-12-22 20:00:00,2017-12-22 20:50:00,LOD Studio,12144
2017-12-22 21:00:00,2017-12-23 05:00:00,Balzaal,12824
2017-12-22 22:00:00,2017-12-23 06:00:00,Concertzaal,12246
2017-12-23 20:00:00,2017-12-23 21:30:00,Theaterzaal,12365
2017-12-23 23:00:00,2017-12-24 05:00:00,Balzaal,12068
2017-12-24 19:00:00,2017-12-24 23:00:00,Café,12782
2017-12-31 23:00:00,2018-01-01 07:00:00,Balzaal,12808
2017-12-31 23:00:00,2018-01-01 07:00:00,Café,12810
2017-12-31 23:00:00,2018-01-01 07:00:00,Concertzaal,12812
2018-01-03 17:00:00,2018-01-04 03:00:00,Balzaal,12339
2018-01-06 21:00:00,2018-01-07 06:00:00,Concertzaal,12840
2018-01-07 14:00:00,2018-01-07 15:30:00,Rondleidingen,12126
2018-01-10 20:00:00,2018-01-10 21:30:00,Theaterzaal,12590
2018-01-11 20:00:00,2018-01-11 23:00:00,Balzaal,12760
2018-01-13 22:00:00,2018-01-14 05:00:00,Balzaal,12498
2018-01-14 12:00:00,2018-01-14 18:00:00,Café,12866
2018-01-14 20:00:00,2018-01-14 22:00:00,Minard,12319
2018-01-15 19:00:00,2018-01-16 05:00:00,Concertzaal,12898
2018-01-15 20:00:00,2018-01-15 22:00:00,Minard,12319
2018-01-15 20:00:00,2018-01-15 21:30:00,Gele Kamer,12682
2018-01-16 20:00:00,2018-01-16 22:00:00,Minard,12319
2018-01-16 20:00:00,2018-01-16 21:10:00,Theaterzaal,12684
2018-01-16 20:00:00,2018-01-16 22:00:00,Op Locatie,12856
2018-01-17 15:00:00,2018-01-17 16:00:00,Op Locatie,12150
2018-01-17 17:00:00,2018-01-17 18:30:00,Op Locatie,12152
2018-01-17 18:30:00,2018-01-17 19:30:00,Op Locatie,12150
2018-01-17 20:00:00,2018-01-17 21:30:00,Minard,12148
2018-01-17 20:00:00,2018-01-17 21:30:00,Op Locatie,12156
2018-01-17 20:00:00,2018-01-17 21:30:00,Op Locatie,12311
2018-01-18 10:00:00,2018-01-18 11:00:00,Op Locatie,12150
2018-01-18 10:00:00,2018-01-18 11:00:00,Op Locatie,12345
2018-01-18 14:00:00,2018-01-18 15:00:00,Op Locatie,12150
2018-01-18 14:00:00,2018-01-18 15:00:00,Op Locatie,12345
2018-01-18 20:00:00,2018-01-18 21:30:00,Minard,12148
2018-01-18 20:00:00,2018-01-18 21:00:00,Op Locatie,12154
2018-01-18 20:00:00,2018-01-18 21:30:00,Op Locatie,12156
2018-01-19 20:00:00,2018-01-19 22:00:00,Op Locatie,12158
2018-01-19 20:00:00,2018-01-19 21:00:00,Theaterzaal,12160
2018-01-19 22:00:00,2018-01-20 06:59:00,Op Locatie,12285
2018-01-20 15:00:00,2018-01-20 17:00:00,Op Locatie,12158
2018-01-20 15:00:00,2018-01-20 17:00:00,Op Locatie,12375
2018-01-20 17:00:00,2018-01-20 18:30:00,Minard,12164
2018-01-20 18:30:00,2018-01-20 20:30:00,Op Locatie,12158
2018-01-20 20:00:00,2018-01-20 21:00:00,Theaterzaal,12160
2018-01-20 21:00:00,2018-01-21 02:00:00,Café,12844
2018-01-21 14:00:00,2018-01-21 15:30:00,Rondleidingen,12126
2018-01-21 20:00:00,2018-01-21 22:00:00,Minard,12666
2018-01-23 20:00:00,2018-01-23 22:00:00,Minard,12168
2018-01-23 20:00:00,2018-01-23 22:00:00,Theaterzaal,12287
2018-01-24 20:00:00,2018-01-24 22:00:00,Minard,12168
2018-01-24 20:00:00,2018-01-24 21:30:00,Theaterzaal,12170
2018-01-25 20:00:00,2018-01-25 22:00:00,Minard,12168
2018-01-25 20:00:00,2018-01-25 23:30:00,Theaterzaal,12846
2018-01-27 19:00:00,2018-01-28 05:00:00,Concertzaal,12076
2018-01-27 20:00:00,2018-01-27 21:30:00,Theaterzaal,12762
2018-01-28 14:30:00,2018-01-28 17:00:00,Foyer Theaterzaal ,12460
2018-01-28 15:00:00,2018-01-28 19:00:00,Café,12720
2018-01-29 09:00:00,2018-01-29 18:00:00,Andere locatie,12848
2018-01-29 20:00:00,2018-01-29 21:30:00,Gele Kamer,12558
2018-01-30 20:00:00,2018-01-30 21:30:00,Balzaal,12850
2018-01-31 17:00:00,2018-02-01 00:00:00,Balzaal,12956
2018-01-31 19:00:00,2018-02-01 01:00:00,Café,12954
2018-01-31 19:15:00,2018-01-31 19:50:00,Foyer Theaterzaal ,12778
2018-01-31 20:00:00,2018-01-31 21:00:00,NTGent (Arca),12255
2018-01-31 20:00:00,2018-01-31 21:55:00,Theaterzaal,12778
2018-02-01 17:00:00,2018-02-02 00:00:00,Balzaal,12956
2018-02-01 19:00:00,2018-02-02 01:00:00,Café,12958
2018-02-01 19:15:00,2018-02-01 19:50:00,Foyer Theaterzaal ,12778
2018-02-01 20:00:00,2018-02-01 21:55:00,Theaterzaal,12778
2018-02-02 17:00:00,2018-02-03 00:00:00,Balzaal,12956
2018-02-02 19:00:00,2018-02-03 01:00:00,Café,12960
2018-02-03 17:00:00,2018-02-04 00:00:00,Majolica,12964
2018-02-03 19:00:00,2018-02-04 01:00:00,Café,12962
2018-02-03 20:30:00,2018-02-04 05:00:00,Balzaal,12852
2018-02-03 22:30:00,2018-02-04 06:00:00,Concertzaal,12874
2018-02-04 14:00:00,2018-02-04 15:30:00,Rondleidingen,12126
2018-02-04 17:00:00,2018-02-05 00:00:00,Majolica,12964
2018-02-04 19:00:00,2018-02-05 01:00:00,Café,12966
2018-02-06 07:00:00,2018-02-07 07:00:00,Antiekzolder,12176
2018-02-06 20:00:00,2018-02-06 23:00:00,Theaterzaal,12500
2018-02-07 07:00:00,2018-02-08 07:00:00,Antiekzolder,12176
2018-02-07 19:00:00,2018-02-07 21:30:00,Foyer Theaterzaal ,12174
2018-02-07 20:00:00,2018-02-07 21:15:00,LOD Studio,12172
2018-02-07 22:00:00,2018-02-08 00:00:00,Café,12946
2018-02-08 07:00:00,2018-02-09 07:00:00,Antiekzolder,12176
2018-02-08 19:30:00,2018-02-08 23:00:00,Concertzaal,12776
2018-02-08 19:30:00,2018-02-08 23:00:00,Concertzaal,12784
2018-02-08 20:00:00,2018-02-08 21:15:00,LOD Studio,12172
2018-02-08 20:00:00,2018-02-08 22:00:00,Foyer Theaterzaal ,12878
2018-02-08 20:00:00,2018-02-08 23:00:00,Balzaal,12892
2018-02-09 07:00:00,2018-02-10 07:00:00,Antiekzolder,12176
2018-02-09 07:00:00,2018-02-10 07:00:00,Antiekzolder,12176
